market_id,strategy,subtype,direction,ts_exec,outcome_real,resultado_nuestro,n_validadas_lado_ganador,n_validadas_lado_perdedor,lag_min_ganador_s,lags_ganador_s
2919993,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,2026-07-15T08:55:27+00:00,YES,GANANCIA,39,12,91.0,215.0;212.0;206.0;197.0;181.0;181.0;179.0;179.0;176.0;173.0;173.0;170.0;166.0;166.0;164.0;158.0;155.0;151.0;151.0;149.0;149.0;149.0;149.0;148.0;148.0;148.0;148.0;148.0;146.0;143.0;143.0;143.0;137.0;124.0;124.0;124.0;124.0;112.0;91.0
2920075,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-15T09:19:54+00:00,YES,GANANCIA,10,9,2.0,233.0;232.0;155.0;28.0;25.0;23.0;2.0;-64.0;-92.0;-122.0
2922228,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-15T13:18:30+00:00,NO,PERDIDA,21,11,5.0,292.0;278.0;278.0;277.0;275.0;242.0;224.0;214.0;139.0;127.0;124.0;62.0;19.0;19.0;17.0;13.0;5.0;-17.0;-19.0;-92.0;-95.0
2922256,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-15T13:34:21+00:00,NO,PERDIDA,19,20,41.0,293.0;266.0;239.0;181.0;167.0;164.0;112.0;64.0;-41.0;-59.0;-59.0;-88.0;-121.0;-130.0;-175.0;-182.0;-188.0;-190.0;-200.0
2922653,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-15T15:21:05+00:00,YES,GANANCIA,25,31,0.0,275.0;258.0;258.0;254.0;252.0;251.0;249.0;248.0;218.0;158.0;158.0;149.0;147.0;146.0;146.0;144.0;120.0;80.0;71.0;68.0;68.0;0.0;-94.0;-120.0;-144.0
2922754,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-15T15:49:43+00:00,NO,PERDIDA,11,13,33.0,220.0;220.0;210.0;199.0;199.0;198.0;196.0;196.0;33.0;-44.0;-108.0
2913210,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-15T23:07:17+00:00,NO,PERDIDA,0,0,,
2930993,GBM_LATE_15M_ESPACIO_ATR,SOL#15min,BUY_YES,2026-07-16T04:18:49+00:00,NO,PERDIDA,4,5,55.0,156.0;55.0;-120.0;-188.0
2940908,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-16T23:16:47+00:00,NO,PERDIDA,47,44,24.0,288.0;284.0;278.0;267.0;267.0;264.0;258.0;257.0;251.0;248.0;233.0;233.0;225.0;224.0;224.0;224.0;224.0;222.0;221.0;219.0;219.0;215.0;215.0;215.0;215.0;185.0;158.0;153.0;152.0;147.0;137.0;125.0;119.0;117.0;117.0;116.0;116.0;113.0;72.0;63.0;51.0;-24.0;-25.0;-39.0;-39.0;-40.0;-40.0
2943672,GBM_LATE_15M_ESPACIO_ATR,SOL#15min,BUY_YES,2026-07-17T06:39:51+00:00,NO,PERDIDA,8,10,7.0,72.0;30.0;7.0;-21.0;-56.0;-59.0;-141.0;-278.0
2935073,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-17T15:11:36+00:00,YES,PERDIDA,0,0,,
2988329,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-21T14:01:28+00:00,YES,PERDIDA,0,0,,
2988330,FAVORITO_CONFIRMADO,ETH#60min,BUY_NO,2026-07-21T14:13:52+00:00,NO,GANANCIA,3,1,168.0,170.0;168.0;168.0
3001166,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-21T14:34:49+00:00,YES,GANANCIA,9,7,27.0,279.0;137.0;81.0;75.0;72.0;66.0;27.0;-168.0;-283.0
3001159,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-21T14:35:41+00:00,YES,GANANCIA,21,16,25.0,272.0;146.0;146.0;134.0;98.0;82.0;74.0;73.0;65.0;64.0;34.0;29.0;29.0;-25.0;-77.0;-80.0;-133.0;-134.0;-134.0;-136.0;-136.0
3001357,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-21T15:22:20+00:00,YES,GANANCIA,12,16,17.0,142.0;37.0;20.0;-17.0;-43.0;-61.0;-64.0;-134.0;-142.0;-232.0;-233.0;-242.0
3001360,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-21T15:23:25+00:00,NO,PERDIDA,36,31,2.0,296.0;254.0;254.0;240.0;239.0;216.0;200.0;168.0;165.0;165.0;164.0;164.0;164.0;156.0;132.0;47.0;47.0;27.0;24.0;23.0;2.0;-16.0;-63.0;-84.0;-85.0;-85.0;-93.0;-105.0;-130.0;-178.0;-180.0;-181.0;-186.0;-198.0;-244.0;-246.0
2989053,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-21T16:07:21+00:00,NO,PERDIDA,0,0,,
3002664,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-21T16:36:47+00:00,YES,GANANCIA,10,9,146.0,-146.0;-151.0;-152.0;-178.0;-178.0;-181.0;-215.0;-217.0;-220.0;-224.0
3002804,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-21T16:54:21+00:00,YES,GANANCIA,1,3,285.0,-285.0
3003679,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-21T17:06:05+00:00,NO,PERDIDA,18,25,58.0,295.0;293.0;275.0;263.0;257.0;236.0;203.0;202.0;197.0;197.0;179.0;139.0;71.0;58.0;-82.0;-106.0;-146.0;-187.0
2990524,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-21T17:13:17+00:00,NO,GANANCIA,0,0,,
2991785,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-21T18:03:04+00:00,YES,PERDIDA,0,0,,
2992250,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-21T19:08:19+00:00,YES,GANANCIA,2,8,62.0,251.0;62.0
2992264,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-21T19:08:20+00:00,YES,GANANCIA,0,0,,
2994680,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-21T23:04:31+00:00,YES,PERDIDA,1,1,126.0,126.0
3008341,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-21T23:50:05+00:00,YES,GANANCIA,6,7,70.0,158.0;157.0;137.0;-70.0;-83.0;-295.0
2996366,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-22T04:11:48+00:00,YES,GANANCIA,0,1,,
3010828,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-22T04:20:53+00:00,YES,GANANCIA,13,13,1.0,233.0;214.0;212.0;71.0;68.0;38.0;1.0;-4.0;-47.0;-47.0;-62.0;-115.0;-221.0
2998049,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-22T07:13:54+00:00,NO,GANANCIA,0,0,,
3013653,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-22T07:20:35+00:00,YES,GANANCIA,23,85,29.0,283.0;277.0;275.0;275.0;275.0;245.0;235.0;31.0;29.0;-89.0;-95.0;-97.0;-100.0;-101.0;-107.0;-107.0;-107.0;-107.0;-109.0;-112.0;-112.0;-112.0;-112.0
3014187,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T08:52:02+00:00,YES,GANANCIA,31,8,1.0,25.0;23.0;17.0;16.0;8.0;8.0;1.0;-1.0;-7.0;-8.0;-16.0;-17.0;-23.0;-25.0;-32.0;-34.0;-47.0;-119.0;-142.0;-143.0;-151.0;-151.0;-160.0;-160.0;-172.0;-175.0;-181.0;-184.0;-188.0;-191.0;-196.0
2998819,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-22T09:15:00+00:00,NO,PERDIDA,0,0,,
3014346,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T09:25:52+00:00,YES,GANANCIA,29,5,6.0,186.0;141.0;17.0;15.0;9.0;8.0;-6.0;-7.0;-15.0;-16.0;-22.0;-24.0;-31.0;-31.0;-55.0;-57.0;-64.0;-64.0;-72.0;-73.0;-79.0;-81.0;-87.0;-90.0;-117.0;-118.0;-124.0;-132.0;-133.0
3000512,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-22T13:07:59+00:00,YES,GANANCIA,0,0,,
3000517,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-22T13:15:31+00:00,YES,GANANCIA,0,0,,
3017576,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-22T14:35:15+00:00,YES,GANANCIA,32,25,45.0,297.0;286.0;276.0;253.0;240.0;220.0;214.0;202.0;99.0;73.0;69.0;67.0;49.0;45.0;-126.0;-144.0;-146.0;-147.0;-147.0;-147.0;-149.0;-150.0;-150.0;-150.0;-150.0;-152.0;-194.0;-257.0;-267.0;-269.0;-272.0;-276.0
3017577,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T14:35:17+00:00,YES,GANANCIA,24,12,71.0,106.0;71.0;-85.0;-140.0;-142.0;-142.0;-143.0;-143.0;-145.0;-145.0;-145.0;-233.0;-235.0;-235.0;-236.0;-236.0;-238.0;-238.0;-239.0;-239.0;-241.0;-280.0;-280.0;-284.0
3017696,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T15:02:37+00:00,YES,GANANCIA,27,12,10.0,99.0;99.0;69.0;24.0;23.0;17.0;14.0;-10.0;-12.0;-37.0;-37.0;-39.0;-39.0;-40.0;-40.0;-42.0;-42.0;-43.0;-45.0;-91.0;-106.0;-108.0;-108.0;-112.0;-132.0;-132.0;-144.0
3017697,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-22T15:09:16+00:00,YES,GANANCIA,15,12,3.0,188.0;5.0;5.0;5.0;3.0;-36.0;-63.0;-112.0;-171.0;-208.0;-208.0;-210.0;-211.0;-217.0;-219.0
3001514,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-22T16:12:42+00:00,YES,GANANCIA,0,0,,
3019228,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T17:05:40+00:00,NO,PERDIDA,18,10,54.0,297.0;228.0;227.0;227.0;227.0;227.0;204.0;203.0;183.0;114.0;92.0;54.0;-63.0;-63.0;-90.0;-105.0;-150.0;-187.0
3019345,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T17:35:23+00:00,YES,GANANCIA,19,13,11.0,79.0;61.0;56.0;52.0;22.0;-11.0;-26.0;-28.0;-53.0;-76.0;-76.0;-83.0;-85.0;-107.0;-113.0;-214.0;-251.0;-251.0;-296.0
3019347,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-22T17:35:24+00:00,YES,GANANCIA,23,14,11.0,136.0;132.0;124.0;96.0;90.0;51.0;51.0;51.0;19.0;-11.0;-54.0;-65.0;-65.0;-65.0;-65.0;-242.0;-246.0;-248.0;-248.0;-251.0;-278.0;-281.0;-297.0
3003909,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-22T18:06:26+00:00,NO,PERDIDA,0,0,,
3019639,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T18:06:42+00:00,NO,PERDIDA,10,6,21.0,184.0;174.0;174.0;171.0;171.0;168.0;22.0;21.0;-93.0;-132.0
3020424,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T19:21:10+00:00,YES,GANANCIA,3,7,14.0,284.0;255.0;14.0
3020426,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-22T19:21:20+00:00,YES,GANANCIA,11,9,91.0,239.0;239.0;238.0;233.0;149.0;91.0;-164.0;-172.0;-272.0;-272.0;-274.0
3020583,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T19:52:00+00:00,YES,GANANCIA,12,8,19.0,201.0;168.0;49.0;42.0;19.0;-78.0;-104.0;-105.0;-105.0;-108.0;-117.0;-218.0
3005383,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-22T20:08:04+00:00,YES,GANANCIA,0,0,,
3006691,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-22T23:19:33+00:00,YES,PERDIDA,1,4,283.0,283.0
3023322,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-22T23:19:34+00:00,YES,GANANCIA,28,26,16.0,39.0;21.0;20.0;-16.0;-18.0;-19.0;-21.0;-24.0;-25.0;-25.0;-45.0;-45.0;-64.0;-66.0;-163.0;-165.0;-165.0;-166.0;-168.0;-192.0;-193.0;-195.0;-196.0;-196.0;-252.0;-270.0;-270.0;-270.0
3023319,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-22T23:20:13+00:00,YES,GANANCIA,12,11,5.0,300.0;159.0;5.0;-58.0;-60.0;-60.0;-60.0;-79.0;-79.0;-79.0;-234.0;-289.0
3010022,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-23T04:06:10+00:00,NO,GANANCIA,0,0,,
3010123,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-23T04:18:30+00:00,NO,PERDIDA,0,0,,
3026725,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-23T06:50:27+00:00,YES,GANANCIA,7,11,69.0,133.0;133.0;96.0;69.0;69.0;-135.0;-273.0
3027365,FAVORITO_CONFIRMADO,ETH#15min,BUY_YES,2026-07-23T09:05:40+00:00,YES,GANANCIA,46,21,46.0,246.0;246.0;246.0;246.0;227.0;227.0;221.0;-46.0;-48.0;-93.0;-94.0;-94.0;-96.0;-97.0;-99.0;-99.0;-100.0;-102.0;-103.0;-106.0;-106.0;-138.0;-139.0;-189.0;-195.0;-202.0;-202.0;-202.0;-202.0;-202.0;-207.0;-222.0;-244.0;-244.0;-244.0;-244.0;-244.0;-244.0;-244.0;-244.0;-246.0;-253.0;-255.0;-256.0;-265.0;-265.0
3027411,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-23T09:22:59+00:00,YES,GANANCIA,11,9,23.0,233.0;233.0;178.0;134.0;133.0;124.0;-23.0;-29.0;-151.0;-211.0;-278.0
3017171,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-23T13:03:23+00:00,NO,PERDIDA,0,0,,
3017173,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-23T13:03:39+00:00,NO,PERDIDA,4,1,90.0,156.0;154.0;90.0;-200.0
3017481,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-23T14:17:35+00:00,NO,PERDIDA,0,0,,
3051973,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-24T06:52:48+00:00,YES,GANANCIA,4,17,24.0,183.0;-24.0;-24.0;-119.0
3030098,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-24T14:02:25+00:00,NO,PERDIDA,0,0,,
3054672,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-24T14:02:26+00:00,NO,PERDIDA,14,22,19.0,281.0;281.0;166.0;49.0;47.0;38.0;34.0;19.0;-59.0;-65.0;-65.0;-70.0;-118.0;-134.0
3029905,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-24T14:54:11+00:00,YES,GANANCIA,0,0,,
3055375,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-24T15:49:20+00:00,NO,PERDIDA,10,9,92.0,280.0;196.0;196.0;196.0;191.0;187.0;185.0;124.0;-92.0;-220.0
3030282,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-24T16:12:48+00:00,NO,PERDIDA,4,3,42.0,238.0;237.0;-42.0;-77.0
3030320,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-24T16:12:49+00:00,NO,PERDIDA,0,0,,
3032991,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-24T18:04:59+00:00,NO,PERDIDA,0,0,,
3069051,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-24T18:51:38+00:00,YES,GANANCIA,5,9,23.0,25.0;-23.0;-26.0;-164.0;-272.0
3046035,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-24T23:06:15+00:00,NO,GANANCIA,0,0,,
3073693,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-24T23:54:59+00:00,YES,GANANCIA,12,15,1.0,299.0;292.0;290.0;262.0;197.0;70.0;10.0;1.0;1.0;1.0;-224.0;-299.0
3054101,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-25T13:07:23+00:00,YES,GANANCIA,0,0,,
3080929,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-25T13:07:32+00:00,NO,PERDIDA,8,11,70.0,214.0;160.0;70.0;-107.0;-109.0;-109.0;-178.0;-269.0
3054096,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-25T13:30:46+00:00,YES,GANANCIA,8,7,192.0,251.0;251.0;243.0;243.0;243.0;200.0;198.0;192.0
3055147,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-25T15:09:00+00:00,NO,GANANCIA,0,0,,
3081889,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-25T15:47:57+00:00,NO,PERDIDA,12,7,48.0,160.0;159.0;159.0;157.0;156.0;156.0;156.0;154.0;153.0;153.0;48.0;-84.0
3087425,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-25T17:02:07+00:00,YES,GANANCIA,6,6,81.0,194.0;192.0;168.0;168.0;167.0;81.0
3067655,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-25T17:08:45+00:00,YES,GANANCIA,3,3,204.0,240.0;240.0;204.0
3069069,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-25T19:06:48+00:00,NO,GANANCIA,0,0,,
3091044,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-25T21:50:05+00:00,NO,PERDIDA,10,24,44.0,238.0;233.0;233.0;164.0;100.0;100.0;98.0;-44.0;-46.0;-136.0
3072369,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-25T23:25:07+00:00,NO,GANANCIA,0,1,,
3081529,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-26T15:15:10+00:00,YES,PERDIDA,0,0,,
3103311,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,2026-07-26T17:55:17+00:00,YES,GANANCIA,4,10,23.0,110.0;107.0;23.0;-94.0
3089239,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-26T19:08:03+00:00,NO,GANANCIA,0,0,,
3090801,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-26T21:04:10+00:00,YES,GANANCIA,7,7,54.0,-54.0;-55.0;-57.0;-58.0;-63.0;-115.0;-115.0
3090803,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-26T21:04:11+00:00,YES,GANANCIA,0,0,,
3092093,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-26T23:14:11+00:00,YES,GANANCIA,1,0,289.0,-289.0
3095861,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,2026-07-27T04:08:21+00:00,NO,PERDIDA,0,0,,
3095713,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-27T04:09:15+00:00,NO,PERDIDA,0,0,,
3098517,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-27T07:24:14+00:00,NO,PERDIDA,6,2,37.0,299.0;290.0;190.0;37.0;-110.0;-112.0
3100841,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-27T14:12:28+00:00,NO,PERDIDA,5,5,132.0,222.0;189.0;170.0;132.0;132.0
3114631,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-27T15:53:37+00:00,NO,PERDIDA,39,43,7.0,65.0;60.0;57.0;54.0;50.0;48.0;48.0;48.0;47.0;38.0;35.0;35.0;32.0;30.0;29.0;27.0;27.0;26.0;23.0;21.0;12.0;11.0;8.0;8.0;8.0;-7.0;-7.0;-10.0;-10.0;-22.0;-24.0;-24.0;-34.0;-43.0;-43.0;-45.0;-46.0;-55.0;-58.0
3105733,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,2026-07-27T23:27:54+00:00,NO,PERDIDA,4,6,90.0,220.0;-90.0;-285.0;-285.0
3124305,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T06:52:53+00:00,YES,GANANCIA,13,8,26.0,92.0;82.0;76.0;74.0;-26.0;-26.0;-31.0;-67.0;-101.0;-122.0;-128.0;-134.0;-137.0
3117028,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-28T15:06:25+00:00,YES,PERDIDA,5,3,14.0,276.0;136.0;-14.0;-24.0;-30.0
3128611,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T16:37:53+00:00,YES,GANANCIA,6,18,3.0,53.0;14.0;8.0;8.0;6.0;3.0
3128917,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T17:57:53+00:00,YES,GANANCIA,5,33,59.0,59.0;-123.0;-144.0;-144.0;-144.0
3129276,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T19:32:26+00:00,YES,GANANCIA,19,20,15.0,-15.0;-25.0;-117.0;-120.0;-126.0;-126.0;-126.0;-126.0;-130.0;-132.0;-133.0;-136.0;-136.0;-136.0;-136.0;-138.0;-139.0;-139.0;-142.0
3129274,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-28T19:34:27+00:00,NO,PERDIDA,0,0,,
3129579,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-28T19:50:32+00:00,YES,GANANCIA,33,21,15.0,110.0;99.0;99.0;98.0;98.0;90.0;74.0;74.0;66.0;59.0;45.0;45.0;32.0;15.0;-24.0;-28.0;-28.0;-28.0;-28.0;-30.0;-64.0;-84.0;-84.0;-100.0;-145.0;-151.0;-153.0;-153.0;-187.0;-187.0;-243.0;-244.0;-244.0
3129963,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T20:27:57+00:00,YES,GANANCIA,2,14,47.0,104.0;47.0
3141492,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T23:21:37+00:00,NO,PERDIDA,6,12,13.0,138.0;130.0;90.0;70.0;13.0;-14.0
3147820,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T04:51:24+00:00,YES,GANANCIA,33,17,2.0,285.0;285.0;285.0;269.0;267.0;243.0;243.0;242.0;242.0;194.0;192.0;192.0;186.0;176.0;164.0;162.0;159.0;122.0;120.0;117.0;66.0;66.0;66.0;65.0;63.0;57.0;56.0;56.0;41.0;18.0;2.0;2.0;-9.0
3149951,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T06:35:32+00:00,YES,GANANCIA,12,32,7.0,294.0;294.0;247.0;238.0;199.0;165.0;162.0;162.0;126.0;28.0;7.0;7.0
3150145,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T07:10:32+00:00,YES,GANANCIA,27,28,13.0,238.0;237.0;232.0;232.0;231.0;228.0;204.0;157.0;147.0;144.0;142.0;141.0;141.0;138.0;133.0;132.0;132.0;126.0;96.0;64.0;13.0;-48.0;-114.0;-132.0;-134.0;-147.0;-155.0
3150610,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T08:37:02+00:00,YES,GANANCIA,18,14,49.0,291.0;208.0;196.0;193.0;156.0;156.0;147.0;49.0;-98.0;-134.0;-215.0;-272.0;-272.0;-279.0;-279.0;-281.0;-288.0;-288.0
3156567,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T14:50:41+00:00,YES,GANANCIA,0,0,,
3156979,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T15:06:08+00:00,YES,GANANCIA,0,0,,
3157814,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T15:51:25+00:00,NO,PERDIDA,0,0,,
3167868,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T16:51:05+00:00,YES,GANANCIA,10,14,0.0,268.0;261.0;234.0;121.0;93.0;91.0;69.0;67.0;0.0;-3.0
3170062,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T18:04:54+00:00,YES,GANANCIA,1,4,129.0,129.0
3176781,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T18:51:54+00:00,YES,GANANCIA,0,11,,
3186452,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-29T19:39:01+00:00,NO,PERDIDA,25,11,35.0,295.0;283.0;277.0;214.0;157.0;155.0;154.0;149.0;148.0;131.0;128.0;128.0;127.0;125.0;113.0;107.0;103.0;88.0;68.0;35.0;-229.0;-230.0;-230.0;-271.0;-272.0
3187787,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T20:20:31+00:00,NO,PERDIDA,15,4,260.0,298.0;295.0;295.0;293.0;292.0;292.0;292.0;292.0;292.0;289.0;287.0;286.0;286.0;284.0;260.0
3194251,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-29T23:10:16+00:00,NO,PERDIDA,6,9,16.0,16.0;-79.0;-80.0;-191.0;-200.0;-217.0
3194430,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T23:54:57+00:00,NO,PERDIDA,49,51,2.0,263.0;240.0;231.0;230.0;215.0;204.0;186.0;186.0;186.0;171.0;170.0;170.0;162.0;146.0;125.0;125.0;117.0;116.0;114.0;114.0;110.0;110.0;108.0;107.0;93.0;87.0;84.0;71.0;65.0;63.0;59.0;54.0;53.0;53.0;48.0;48.0;48.0;29.0;21.0;17.0;17.0;17.0;15.0;14.0;2.0;-13.0;-18.0;-18.0;-39.0
3197159,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-30T04:52:34+00:00,NO,PERDIDA,40,48,7.0,277.0;254.0;253.0;229.0;215.0;214.0;214.0;212.0;211.0;188.0;175.0;173.0;172.0;155.0;140.0;140.0;140.0;140.0;140.0;134.0;125.0;106.0;104.0;95.0;94.0;62.0;61.0;-7.0;-7.0;-17.0;-22.0;-58.0;-59.0;-73.0;-76.0;-85.0;-92.0;-103.0;-106.0;-109.0
3199394,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T07:10:25+00:00,YES,GANANCIA,12,24,14.0,145.0;145.0;79.0;20.0;-14.0;-23.0;-35.0;-50.0;-77.0;-139.0;-143.0;-298.0
3199435,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T07:19:44+00:00,YES,GANANCIA,0,0,,
3129699,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-28T20:05:31+00:00,YES,GANANCIA,18,24,51.0,288.0;264.0;247.0;238.0;193.0;181.0;180.0;162.0;162.0;160.0;118.0;118.0;118.0;118.0;78.0;75.0;72.0;51.0
3169049,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-29T17:50:32+00:00,YES,GANANCIA,42,20,3.0,232.0;159.0;127.0;102.0;96.0;96.0;94.0;66.0;63.0;63.0;63.0;60.0;48.0;10.0;9.0;6.0;4.0;4.0;3.0;3.0;-8.0;-11.0;-11.0;-12.0;-12.0;-12.0;-17.0;-26.0;-57.0;-63.0;-68.0;-80.0;-98.0;-122.0;-135.0;-158.0;-209.0;-209.0;-209.0;-209.0;-210.0;-246.0
