fecha,wallet,nombre,pnl_neto,roi_sobre_comprado,buy_usd,sell_usd,redeem_usd,buy_n,sell_n,redeem_n,pct_maker,mercados_unicos,span_h,trades_por_mercado_mediana,precio_buy_mediana,pct_precio_lt010,pct_precio_045_055,pct_precio_gte070,seg_ventana_restante_pct_mediana,en_leaderboard_hoy,pnl_leaderboard_rank
2026-07-10,0xdf7930e89a2c47560165331863c31deca0733dcd,std0,121781.83,11.0908,10980.4,8266.5,124495.7,1412,1420,84,0.815,88,1.7,21.5,0.68,0.004,0.123,0.479,0.577,1,23
2026-07-10,0x2fc26fa727e3fa7aa5011564ac5f55599826cfce,8xdsag32d45gd,47505.08,0.299,158875.5,0.0,206380.6,2644,0,328,0.727,282,460.2,3.0,0.4,0.318,0.096,0.121,0.193,1,24
2026-07-10,0x3725d52f3c252e8374999cc8617292ea2608ad88,almach,-13756.2,-0.3207,42890.5,0.0,29134.3,2470,0,401,0.95,435,15.8,3,0.33,0.154,0.081,0.218,0.331,1,25
2026-07-10,0xc2ad03f79ca3f3c17d8c7de2612ce0c89b7d40ed,bosona,-13928.43,-0.3354,41530.7,0.0,27602.3,2441,0,401,0.932,431,14.0,3,0.36,0.126,0.09,0.218,0.357,1,26
2026-07-10,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,0xb27bc932,-12228.52,-0.9646,12677.7,0.0,449.1,2866,0,14,1.0,21,1.0,132,0.49,0.182,0.114,0.301,0.264,1,27
2026-07-10,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,-108515.72,-0.7502,144653.3,31200.1,4937.5,2483,437,80,0.069,333,1.7,2,0.36,0.154,0.147,0.111,0.657,1,28
2026-07-10,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,-307172.82,-0.6972,440581.8,0.0,133409.0,2801,0,55,0.501,289,27.3,2,0.59,0.216,0.062,0.454,,1,29
2026-07-10,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,aswfadq1555,-1797.8,-0.1035,17363.2,0.0,15565.4,2968,0,32,0.867,34,4.0,80.5,0.52,0.053,0.107,0.298,0.529,1,30
2026-07-10,0x0d50d8b4407447eadb428fe20e48deaa84d8aec0,0x0D50d8b4407447eAdb428fE20E48dEaa84D8AeC0-1778592192986,-48137.87,-1.0,48137.9,0.0,0.0,159,0,0,0.899,1,562.3,159,0.4,0.0,0.006,0.0,,1,31
2026-07-10,0x76d4d4703add6e94cfdb1107f3d991d85ff2c512,0x76d4d470,-14095.77,-0.9815,14361.2,0.0,265.5,2590,0,66,1.0,72,0.9,14.5,0.46,0.1,0.093,0.285,0.383,1,33
2026-07-10,0x7f41e63ca804dd85ae1e3b8d11a8fc1fdec8c39b,0x7f41e63cA804Dd85Ae1e3b8d11A8FC1fDEC8c39B-1783151863044,18793.17,0.3993,47065.4,0.0,65858.6,2979,0,14,0.975,32,58.8,12.5,0.27,0.0,0.085,0.01,0.457,1,34
2026-07-10,0xa7011667f22c121c6cea7aab30192307c58c47cd,BadTattoo,-28704.64,-0.0362,792668.7,0.0,763964.1,1147,0,27,0.971,46,3678.5,5.0,0.54,0.001,0.262,0.331,,1,35
2026-07-10,0x9d57c42e847173d06841703825d3fe2299e456ea,Polkadot-Frog,-14818.5,-0.7218,20529.9,1319.2,4392.2,2480,143,92,0.488,52,1.9,41.5,0.51,0.039,0.127,0.262,0.542,1,36
2026-07-10,0x4c9497941333332d29f1c235dd23200f3623ffad,0x4c949794,-14173.67,-0.8943,15848.1,0.0,1674.4,2973,0,12,1.0,10,0.8,265.0,0.43,0.041,0.073,0.286,0.397,1,37
2026-07-10,0x997cda7b31612e3c394bfb55440619f3f689251e,coinfilippe,680.5,0.013,52203.3,52883.8,0.0,1418,1580,0,1.0,52,13.9,22.0,0.485,0.401,0.016,0.438,,1,38
2026-07-10,0x927f7694de44d19a72bce76254e628d1c141d215,baloneigh,-24917.49,-0.378,65919.3,0.0,41001.8,2293,0,363,0.671,370,17.9,4.0,0.5,0.015,0.531,0.098,0.907,1,39
2026-07-10,0x568b079891fcc8bef2e557fa2a8a7ecca1700b3b,0x568b0798,-13430.93,-0.6975,19255.3,0.0,5824.4,2941,0,28,1.0,23,1.8,116,0.54,0.016,0.251,0.235,0.577,1,40
2026-07-10,0xd02b6d910a38479c3125308fc4737a46509cd6df,wowitsamazing,-10467.29,-0.0381,274795.1,0.0,264327.8,2646,0,350,0.024,479,35.5,3,0.72,0.022,0.03,0.632,0.717,1,41
2026-07-10,0x5fe14b52584c83c18496914db0b30a28d4510981,Bitara,45551.34,0.0652,698658.4,319853.6,424356.1,2659,111,223,0.577,274,1829.5,6.0,0.481,0.01,0.31,0.02,0.627,1,42
2026-07-10,0x3048d65321be3497164cdfc2996f94f98a2e7537,BadFallen,986.0,0.0351,28073.2,0.0,29059.2,2800,0,197,0.442,208,18.5,11.0,0.49,0.0,0.134,0.201,0.377,1,43
2026-07-10,0xf9b7876ba2c35370e0bedb7f8ee772da722aa37c,0xf9b7876b,-13866.69,-0.6843,20263.4,0.0,6396.7,2923,0,35,1.0,30,2.4,101.0,0.57,0.02,0.229,0.263,0.623,1,44
2026-07-10,0xed2f4c1a5b2ea42eb0fbc9c03adc267a04c39897,didibaba5AE86,33592.24,0.111,302699.6,498.9,335793.0,2885,27,61,0.876,112,390.5,10.0,0.5,0.355,0.146,0.042,0.484,1,45
2026-07-10,0x9412cdfc1e3171e1aabb013d0f494986445d0cd0,gansinimen,1127.39,0.0519,21738.3,0.0,22865.7,2919,0,78,0.687,86,14.9,17.5,0.41,0.092,0.137,0.21,0.234,1,46
2026-07-10,0xd84c2713e2b58beb1d9dc4421aabd778573ee0a5,ZCu007,4462.92,0.0429,103956.0,4416.0,104002.9,1976,235,41,0.994,88,275.4,8.5,0.4,0.0,0.001,0.0,1.153,1,47
2026-07-10,0x98f5d88798331947dc2a0f9087308a17c41f754f,gardenerCx,26078.57,1.1498,22681.7,0.0,48760.3,2580,0,390,0.763,592,502.1,2.0,0.3,0.257,0.121,0.038,-0.007,1,48
2026-07-10,0x80cd8310aa624521e9e1b2b53b568cafb0ef0273,HaileyWelch,-214533.83,-0.5595,383422.1,0.0,168888.3,2310,0,58,0.468,116,661.6,7.0,0.59,0.124,0.067,0.332,,1,49
2026-07-10,0xdf0d2ccfe3d7c2ef120395534e43afe283509f79,0xdf0D2CcfE3d7C2EF120395534e43Afe283509F79-1774320078733,1488.53,0.0038,391454.4,0.0,392943.0,2279,0,718,0.983,704,15.1,2.0,0.99,0.0,0.0,1.0,0.023,1,50
2026-07-10,0x3fe80728e50b9765b782bee0acef988ad7e40de3,asdmdwan,65924.03,0.5568,118395.5,17091.5,167228.1,2099,70,61,0.831,113,433.6,8,0.37,0.218,0.258,0.0,0.237,1,51
2026-07-10,0x82c857cb4d18e919c1b7d3c6865be4debe50da77,wolf9478,501.04,0.0179,28007.9,0.0,28508.9,2955,0,45,0.986,46,3.8,51.0,0.47,0.006,0.166,0.186,0.607,1,52
2026-07-10,0x716d9e45e96fea7715387c8240a2b43e32a64206,0x716D9E45E96FeA7715387C8240a2b43e32a64206-1766378794699,-167952.5,-0.172,976290.7,488035.7,320302.5,1232,669,133,0.898,237,4793.4,2,0.46,0.119,0.074,0.379,0.232,1,53
2026-07-10,0xd4fa2e10c74ab94bc23414989a516b07386ddcc8,0x0a10,296.83,0.0145,20503.0,0.0,20799.9,2981,0,19,1.0,19,1.5,163,0.41,0.092,0.068,0.283,0.487,1,54
2026-07-10,0x06a738f379ab8a86ffbd4984032e2c2e194ab108,terawdae,18705.58,0.2435,76825.4,0.0,95531.0,1530,0,91,0.722,125,123.2,4,0.353,0.392,0.119,0.158,0.157,1,55
2026-07-10,0x424d6d7cc44dc02a1a4cb6d47602142489153b7e,0x424d6d7c,-125292.02,-0.1787,701103.9,546845.7,28966.2,1224,223,32,0.0,411,457.7,2,0.39,0.077,0.208,0.055,0.717,1,57
2026-07-10,0x4228048ea2f8f571ff2777cc32baee584c5134cb,trinity42,1834.76,0.0511,35882.0,9159.0,28557.8,1559,816,534,0.0,805,26.7,2,0.52,0.024,0.281,0.148,0.517,1,58
2026-07-10,0x8d1d5d1c6041b13fc708b5d9f668070e1724ed4a,CERTova,-13215.88,-0.248,53295.3,11069.1,29010.3,2500,243,254,0.825,268,16.1,6.0,0.02,0.745,0.018,0.144,0.167,1,59
2026-07-10,0x91aab8d0ae5c7dde7d9ea7ca49aeb985e09819b8,0xfifr4t0g0vkdkefj,-2066.27,-0.0075,275533.3,2659.5,270807.5,2708,75,172,0.809,208,86.0,8.0,0.28,0.308,0.047,0.303,0.137,1,60
