evento_timestamp_utc,market_id,subtype,direction,precio_original,stake_eur,ratio_original,precio_contrario,ratio_contrario,ask_contrario,profundidad_contrario_eur
2026-08-25T15:23:11+00:00,3846642,BTC,BUY_NO,0.75,1.05,7955.5,0.25,0.0,0.27,0.0
2026-08-25T15:23:11+00:00,3846640,BTC,BUY_NO,0.58,1.05,2857.1,0.42,2315.2,0.44,2431.0
2026-08-25T15:23:09+00:00,3846619,BTC,BUY_NO,0.72,1.05,0.0,0.28,650.0,0.14,682.5
2026-08-25T16:06:05+00:00,3746397,ETH,BUY_YES,0.566,1.05,0.0,0.434,48.0,0.146,50.38
2026-08-25T16:06:05+00:00,3746454,SOL,BUY_NO,0.5455,1.05,0.0,0.4545,0.0,0.907,0.0
2026-08-26T00:00:59+00:00,3724006,BTC,BUY_NO,0.6925,1.05,451.2,0.3075,0.0,0.349,0.0
2026-08-26T00:01:00+00:00,3746409,BTC,BUY_NO,0.837,1.05,0.0,0.163,0.0,0.233,0.0
2026-08-26T00:01:00+00:00,3746416,BTC,BUY_NO,0.825,1.05,636.7,0.175,0.0,0.19,0.0
2026-08-26T00:01:00+00:00,3724028,ETH,BUY_NO,0.76,1.05,0.0,0.24,61.6,0.24,64.64
2026-08-26T00:01:00+00:00,3746433,BTC,BUY_YES,0.865,1.05,3100.2,0.135,0.0,0.15,0.0
2026-08-26T00:01:00+00:00,3746437,BTC,BUY_NO,0.7365,1.05,2253.6,0.2635,280.7,0.256,294.74
2026-08-26T00:01:00+00:00,3763290,BTC,BUY_NO,0.824,1.05,0.0,0.176,0.0,0.338,0.0
2026-08-26T00:01:00+00:00,3763303,BTC,BUY_NO,0.85,1.05,0.0,0.15,0.0,0.27,0.0
2026-08-26T00:01:00+00:00,3779803,BTC,BUY_NO,0.8,1.05,0.0,0.2,0.0,0.34,0.0
2026-08-26T00:01:00+00:00,3763321,BTC,BUY_NO,0.695,1.05,718.8,0.305,199.1,0.31,209.01
2026-08-26T00:01:01+00:00,3779804,ETH,BUY_YES,0.84,1.05,4360.0,0.16,0.0,0.18,0.0
2026-08-26T00:01:01+00:00,3779819,BTC,BUY_NO,0.8,1.05,0.0,0.2,0.0,0.35,0.0
2026-08-26T00:01:01+00:00,3779815,BTC,BUY_NO,0.8,1.05,0.0,0.2,0.0,0.35,0.0
2026-08-26T00:01:01+00:00,3779844,ETH,BUY_NO,0.523,1.05,0.0,0.477,0.0,0.948,0.0
2026-08-26T00:01:01+00:00,3779862,BTC,BUY_NO,0.675,1.05,3651.4,0.325,213.2,0.34,223.85
2026-08-26T00:01:01+00:00,3779869,ETH,BUY_NO,0.521,1.05,0.0,0.479,0.0,0.947,0.0
2026-08-27T14:09:05+00:00,3903761,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-27T14:09:06+00:00,3903763,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-27T14:09:06+00:00,3903771,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
